TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AAIC;2,73;0;22,4;0,36;0,07;100;103,49;14,11;3,06;32,21;29,15;3,45;3,16;0;-0,07;0;1,61;0,32;2,1;0,2;0,8;0,02;-30,1;0;0;7,55;0,12;0;77.441.091,00
AAT;17,4;7,41;24,28;0,87;0,35;63,93;27;10,29;9,26;23,34;14,08;1,32;2,5;0;-0,35;0;3,56;1,46;3,96;0,41;0,59;0,14;6,06;8,39;0;20,11;0,72;0;1.056.489.720,00
ABR;11,19;17,61;7,06;0,69;0,12;99,06;402,85;124,77;2,19;15,51;13,32;4,17;8,81;0;-0,12;0;9,7;1,67;5,49;0,17;0,83;0,01;3,69;34,73;0;16,33;1,58;0;2.012.170.134,00
ACC;65,42;0;154,52;2,95;1,22;51,87;18,95;6;48,96;67,23;18,27;1,1;9,28;0;-1,22;0;1,91;0,79;2,8;0,41;0,58;0,13;3,69;-18,56;0;22,18;0,42;0;9.124.977.860,00
ACRE;8,83;15,18;16,19;0,65;0,19;100;3.602,21;1.114,71;5,01;21,29;16,28;2,1;180,46;0;-0,19;0;3,98;1,18;3,86;0,3;0,7;0;0;-0,41;0;13,69;0,55;0;482.178.044,00
ADC;68,36;4,14;42,51;1,33;0,92;87,84;52,25;33,74;27,45;35,96;8,51;0,41;14,34;0;-0,92;0;3,13;2,16;3,38;0,69;0,31;0,06;30,97;21,27;0;51,33;1,61;0;6.164.253.624,00
AFCG;12,02;18,55;6,85;0,73;0,47;0;0;0;5,63;6,01;0,38;0,05;0;0;-0,47;0;10,6;6,92;8,62;0,65;0,35;0;0;0;0;16,55;1,75;0;246.280.184,00
AFIN;8,23;0;-97,09;0,58;0,28;74,05;20,65;-3,17;14,92;39,26;24,35;0,94;3,08;0;-0,28;0;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;0;0;14,3;-0,08;0;1.016.458.495,00
AFINO;25,7;0;-303,19;1,8;0,86;74,05;20,65;-3,17;46,58;39,26;24,35;0,94;9,62;0;-0,86;0;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;0;0;14,3;-0,08;0;1.016.458.495,00
AFINP;26,01;0;-306,85;1,82;0,87;74,05;20,65;-3,17;47,15;39,26;24,35;0,94;9,74;0;-0,87;0;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;0;0;14,3;-0,08;0;1.016.458.495,00
AGNC;9,74;14,78;-4,59;0,71;0,11;0;0;0;-9,91;-17,68;-7,78;0,56;0;0;-0,11;0;-15,49;-2,36;-3,87;0,15;0,85;0;0;0;0;13,7;-2,12;0;5.597.158.206,00
AGNCM;20,77;8,28;-9,79;1,52;0,23;0;0;0;-21,13;-17,68;-7,78;0,56;0;0;-0,23;0;-15,49;-2,36;-3,87;0,15;0,85;0;0;0;0;13,7;-2,12;0;5.597.158.206,00
AGNCN;24,63;7,66;-11,61;1,8;0,27;0;0;0;-25,05;-17,68;-7,78;0,56;0;0;-0,27;0;-15,49;-2,36;-3,87;0,15;0,85;0;0;0;0;13,7;-2,12;0;5.597.158.206,00
AGNCO;20,75;7,83;-9,78;1,52;0,23;0;0;0;-21,1;-17,68;-7,78;0,56;0;0;-0,23;0;-15,49;-2,36;-3,87;0,15;0,85;0;0;0;0;13,7;-2,12;0;5.597.158.206,00
AGNCP;19,5;7,85;-9,19;1,42;0,22;0;0;0;-19,83;-17,68;-7,78;0,56;0;0;-0,22;0;-15,49;-2,36;-3,87;0,15;0,85;0;0;0;0;13,7;-2,12;0;5.597.158.206,00
AHH;11,53;6,24;12,35;1,21;0,35;33,95;30,71;13,92;5,6;5,71;0,12;0,02;1,72;0;-0,35;0;9,76;2,82;17,7;0,29;0,71;0,2;8,45;28,85;0;9,56;0,93;0;780.740.114,00
AHT;3,07;0;-0,76;-0,7;0,03;32,63;7,44;-11,27;1,15;36,89;35,75;0;0,09;-0,03;-0,03;0,15;-92,98;-3,57;2,32;-0,04;1,03;0,32;-2,92;0;0;-4,36;-4,05;0;105.899.957,00
AIC;23,25;7,26;190,78;3,08;0,61;100;103,49;14,11;26,02;32,21;29,15;3,45;26,93;0;-0,61;0;1,61;0,32;2,1;0,2;0,8;0,02;-30,1;0;0;7,55;0,12;0;77.441.091,00
AIRC;34,08;5,28;5,62;2,36;0,78;66,23;140,93;116,79;4,66;7,72;3,06;1,55;6,57;0;-0,78;0;41,9;13,79;18,74;0,33;0,66;0,12;-5,1;24,13;0;14,46;6,06;0;5.081.437.056,00
AIV;6,91;0,29;13,68;1,89;0,48;62,28;96,28;39,78;5,65;10,74;5,09;1,7;5,44;0;-0,48;0;13,82;3,47;9,7;0,25;0,67;0,09;-28,31;-24,84;0;3,65;0,51;0;1.035.983.132,00
AIW;25;0;205,14;3,31;0,66;100;103,49;14,11;27,98;32,21;29,15;3,45;28,95;0;-0,66;0;1,61;0,32;2,1;0,2;0,8;0,02;-30,1;0;0;7,55;0,12;0;77.441.091,00
AJX;5,94;17,68;-8,08;0,41;0,09;100;153,13;-113,57;5,99;42,22;36,23;2,48;9,18;0;-0,09;0;-5,07;-1,15;1,37;0,23;0,77;0,01;0;0;0;14,5;-0,74;0;137.399.922,00
AJXA;24,04;7,54;-32,7;1,66;0,37;100;153,13;-113,57;24,26;42,22;36,23;2,48;37,14;0;-0,37;0;-5,07;-1,15;1,37;0,23;0,77;0,01;0;0;0;14,5;-0,74;0;137.399.922,00
AKR;13,06;5,51;-35,47;0,74;0,29;68,76;4,59;-10,86;83,98;201,61;117,62;1,04;3,85;0;-0,29;0;-2,1;-0,82;0,43;0,39;0,59;0,08;5,59;0;0;17,57;-0,37;0;1.257.222.206,00
ALEX;17,66;4,87;46,96;1,14;0,69;31,58;8,28;6,69;37,93;51,6;13,67;0,41;3,14;0;-0,69;0;2,42;1,48;0,98;0,61;0,39;0,22;-11,54;0;0;15,53;0,38;0;1.282.006.508,00
ALX;189,87;9,48;16,83;4,1;0,69;56,05;41,9;28;11,25;21,41;10,17;3,71;4,71;0;-0,69;0;24,37;4,12;6,5;0,17;0,83;0,15;-2,25;-6,47;0;46,31;11,28;0;969.723.051,00
AMH;30,01;2,53;43,29;1,67;0,89;55,4;29,85;16,82;24,4;29,07;4,67;0,32;7,28;0;-0,89;0;3,86;2,06;4,88;0,53;0,47;0,12;9,19;27,52;0;17,96;0,69;0;10.856.810.731,00
AMT;201,35;2,91;53,1;16,83;1,4;69,53;26,68;16,49;32,81;45,6;12,79;6,56;8,75;-19,99;-1,47;0,44;31,69;2,63;6,4;0,08;0,92;0,16;9,96;7,34;0;11,97;3,79;0;93.757.842.235,00
ANH;2,98;0;-2,68;0,72;0,12;0;0;0;-5,03;24,95;29,98;-4,31;0;0;-0,12;0;-27,04;-4,64;-9,45;0,17;0,82;0;0;0;0;4,12;-1,11;0;295.925.866,36
APLE;14,8;5,34;23,37;1,06;0,71;58,82;16,67;11,69;16,39;23,34;6,95;0,45;2,73;0;-0,71;0;4,56;3,03;4,39;0,67;0,33;0,26;0;-4,52;0;13,9;0,63;0;3.384.221.280,00
APTS;25;0;105,44;1,4;0,43;69,54;28,71;3,83;14,06;33,84;19,77;1,96;4,04;0;-0,43;0;1,32;0,41;3,21;0,31;0,69;0,11;20,97;0;0;17,91;0,24;0;1.611.075.000,00
ARE;120,87;3,91;40,6;1,1;0,59;69,75;29,65;19,91;27,26;39,37;12,12;0,49;8,08;0;-0,59;0;2,72;1,45;2,63;0,53;0,47;0,07;18,07;29,11;0;109,61;2,98;0;20.921.037.777,00
ARI;8,99;15,57;4,96;0,54;0,13;100;863,26;412,54;2,37;14,62;12,25;2,79;20,46;0;-0,13;0;10,87;2,68;5,86;0,25;0,75;0,01;0;6,56;0;16,67;1,81;0;1.269.981.340,00
ARR;4,78;24,69;-3,96;0,83;0,1;0;0;0;-8,44;-12,09;-3,64;0,36;0;0;-0,1;0;-20,94;-2,47;-6,7;0,12;0,88;0;0;0;0;5,77;-1,21;0;921.462.588,00
AVB;161,51;3,94;19,88;2,01;1,1;100;53,26;43,83;16,36;21,95;5,59;0,69;8,71;0;-1,1;0;10,1;5,56;6,93;0,55;0,45;0,13;3,74;5,21;0;80,43;8,12;0;22.598.495.351,00
BDN;4,44;17,12;14,29;0,47;0,2;63,67;24,88;10,54;6,06;21,52;15,47;1,2;1,51;0;-0,2;0;3,28;1,38;3,5;0,42;0,58;0,13;-0,56;-14,84;0;9,47;0,31;0;762.470.988,00
BFS;36,19;6,47;22,19;2,16;0,47;73,76;44,73;15,86;7,87;18,87;11;3,02;3,52;0;-0,47;0;9,74;2,13;6,77;0,22;0,78;0,13;1,67;0,79;0;16,75;1,63;0;865.433.184,00
BHR;4,06;1,97;25,79;0,65;0,11;33,47;11,28;1,55;3,55;16,86;13,31;2,45;0,4;-0,24;-0,13;0,26;2,53;0,43;4,1;0,17;0,65;0,28;10,09;-5,06;0;6,21;0,16;0;268.091.950,00
BNL;16,68;6,47;25,45;1;0,57;94,66;51,39;29,97;14,84;24,4;9,56;0,65;7,63;0;-0,57;0;3,95;2,24;4,07;0,57;0,43;0,07;17,55;17,38;0;16,6;0,66;0;3.107.418.948,00
BPYU;18,52;0;-0,83;0,44;0,03;57,68;-4,09;-57,47;-11,61;-274,32;-262,7;9,86;0,48;0;-0,03;0;-52,7;-4,04;-0,55;0,08;0,88;0,07;-8,65;0;0;42,49;-22,39;0;710.173.476,00
BPYUP;25,2;0;-1,13;0,59;0,05;57,68;-4,09;-57,47;-15,8;-274,32;-262,7;9,86;0,65;0;-0,05;0;-52,7;-4,04;-0,55;0,08;0,88;0,07;-8,65;0;0;42,49;-22,39;0;710.173.476,00
BRG;26,6;1,22;18,42;16,07;0,31;63,36;34,4;18,88;10,11;22,56;12,45;19,78;3,48;0;-0,31;0;87,2;1,67;5,39;0,02;0,59;0,09;22,09;0;0;1,66;1,44;0;813.284.360,00
BRMK;4,32;16,2;-4,89;0,61;0,54;100;-423,11;-457,03;-5,28;-5,68;-0,4;0,05;22,35;0;-0,54;0;-12,54;-11,07;-10,5;0,88;0,12;0,02;-13,38;0;0;7,04;-0,88;0;569.160.000,00
BRT;18,27;5,36;6,84;1,38;0,47;100;94,2;71,65;5,2;11,8;6,6;1,75;4,9;0;-0,47;0;20,21;6,9;9,25;0,34;0,66;0,1;-7,79;54,51;0;13,23;2,67;0;345.430.890,00
BRX;20,01;4,9;16,98;2,1;0,71;74,4;44,89;29,08;11;20,17;9,17;1,75;4,94;0;-0,71;0;12,36;4,2;6,92;0,34;0,66;0,14;-1,04;3,36;0;9,53;1,18;0;6.013.423.209,00
BXMT;17,19;14,43;11,91;0,66;0,12;0;72,07;18,57;3,07;2,77;-0,3;-0,06;2,21;0;-0,12;0;5,5;0,98;21,29;0,18;0,82;0,05;20,01;2,7;0;26,23;1,44;0;2.961.563.679,00
BXP;51,1;7,67;9,44;1,31;0,33;63,47;48,82;27,31;5,28;14,34;9,06;2,24;2,58;0;-0,33;0;13,84;3,51;7,36;0,25;0,75;0,13;3,62;13,44;0;39,11;5,41;0;8.013.639.970,00
CCI;130,26;4,66;33,71;7,58;1,45;70,4;34,21;23,98;23,62;32,58;8,96;2,87;8,08;-37,29;-1,5;0,45;22,49;4,3;8,14;0,19;0,81;0,18;10,42;40,31;0;17,19;3,86;0;56.459.568.750,00
CDR;29;67,31;-7,87;0,89;0,38;63,71;-23,43;-40,14;-13,48;-31,6;-18,12;1,2;3,16;0;-0,38;0;-11,33;-4,89;-3;0,43;0,57;0,12;-3,33;0;0;32,53;-3,69;0;393.103.700,00
CHCT;35,41;5,01;41,85;1,85;1,05;82,97;34,74;22,54;27,16;37,2;10,05;0,69;9,43;0;-1,05;0;4,43;2,51;3,99;0,57;0,43;0,11;21,25;44,38;0;19,09;0,85;0;921.541.709,00
CHMI;5,48;19,71;8,11;0,52;0,1;77,85;83,89;31,47;3,04;-20,79;-23,83;-4,08;2,55;0;-0,1;0;6,42;1,19;8,45;0,19;0,81;0,04;17,33;-14,42;0;10,52;0,68;0;136.441.588,00
CIM;5,22;21,46;-2,28;0,45;0,09;100;-41,6;-122,82;-6,72;-24,33;-17,61;1,19;2,8;0;-0,09;0;-19,93;-3,97;-2,95;0,2;0,8;0,03;-6,51;0;0;11,5;-2,29;0;1.210.134.330,00
CIO;6,48;12,35;22,65;0,32;0,16;62,47;24,76;6,33;5,79;20,4;14,61;0,81;1,43;0;-0,16;0;1,42;0,73;2,98;0,51;0,49;0,11;11,13;24,17;0;20,11;0,29;0;258.725.664,00
CLDT;9,65;0,73;80,86;0,59;0,35;45,48;12,32;1,98;12,98;24,67;11,69;0,53;1,6;0;-0,35;0;0,73;0,43;2,87;0,59;0,41;0,22;-0,47;-20,59;0;16,27;0,12;0;471.423.730,00
CLI;18,35;0;-62,91;1,28;0,37;76,04;-7,77;-8,36;-67,74;-163,38;-95,64;1,8;5,26;0;-0,37;0;-2,03;-0,58;-0,66;0,29;0,6;0,07;-12,02;0;0;14,36;-0,29;0;1.671.382.225,00
CLNC;10,32;0;-2,93;0,86;0,22;43,42;-47,68;-322,28;-19,84;-73,24;-53,41;2,3;9,46;0;-0,22;0;-29,14;-7,34;-1,45;0,25;0,75;0,02;9,43;0;0;12,07;-3,52;0;1.330.917.768,00
CLNY;8,5;0;-0,49;0,19;0,07;65,74;-147,61;-222,45;-0,74;-4,54;-3,79;0,99;1,1;1,6;-0,08;1,65;-39,38;-13,62;-12,42;0,35;0,65;0,06;9,25;0;0;43,68;-17,2;0;1.359.110.050,00
CLPR;6,05;7,85;-20,4;6,9;0,08;52,32;21,3;-3,67;3,52;44,73;41,21;80,8;0,75;0;-0,08;0;-33,8;-0,39;2,33;0,01;0,99;0,11;4,53;0;0;0,88;-0,3;0;97.182.360,00
CMCT;4,5;5,67;18,12;0,28;0,15;41,97;15,67;5,58;6,46;18,42;11,96;0,51;1,01;0;-0,15;0;1,52;0,85;2,44;0,56;0,4;0,15;-19,32;0;0;16,35;0,25;0;102.320.550,00
CMCTP;28,1;5,55;113,13;1,72;0,96;41,97;15,67;5,58;40,31;18,42;11,96;0,51;6,32;0;-0,96;0;1,52;0,85;2,44;0,56;0,4;0,15;-19,32;0;0;16,35;0,25;0;102.320.550,00
CMO;6,5;0;9,33;0,72;0,08;100;121,01;73,55;5,67;66,03;60,36;7,68;6,86;0;-0,08;0;7,73;0,86;1,43;0,11;0,89;0,01;-12,46;0;0;9,01;0,7;0;629.691.400,00
COLD;27,98;3,15;-388,5;2;0,93;23,88;2,67;-0,67;97,05;136,81;39,76;0,82;2,59;0;-0,93;0;-0,52;-0,24;0,85;0,47;0,53;0,36;13,56;0;0;13,98;-0,07;0;7.552.515.490,00
CONE;90,36;0,58;468,41;4,05;1,59;55,95;7,05;2,1;139,42;179,79;40,38;1,17;9,83;-44,32;-1,77;0,74;0,87;0,34;1,19;0,39;0,61;0,16;17,91;4,92;0;22,29;0,19;0;11.850.659.784,00
COR;169,9;0;84,8;-848,5;3,47;67,53;23,16;13,87;50,78;62,8;12,02;0;11,76;0;-3,47;0;-1.000,61;4,09;8,34;0;1;0,29;12,73;24,64;0;-0,2;2;0;7.509.189.230,00
CORR;0,96;15,63;-1,01;0,13;0,03;53,27;6,18;-11,27;1,85;25,37;23,52;1,62;0,11;0;-0,03;0;-12,55;-3,06;1,19;0,24;0,76;0,27;7,5;0;0;7,54;-0,95;0;15.226.272,00
CPLG;15,98;0;-33,36;1,06;0,61;17,49;-0,65;-6,05;-311,32;-437,32;-126;0,43;2,02;0;-0,61;0;-3,19;-1,83;-0,42;0,57;0,43;0,3;0;0;0;15,01;-0,48;0;933.952.698,00
CPT;101,72;3,7;16,61;2,18;1,16;62,94;54,48;45,77;13,95;18,66;4,71;0,73;7,6;0;-1,16;0;13,11;7,01;8,94;0,53;0,47;0,15;9,45;41;0;46,73;6,13;0;10.853.574.860,00
CTO;15,99;14,13;479,74;0,73;0,37;72,23;13,9;0,93;32,16;69,24;37,09;0,84;4,47;0;-0,37;0;0,15;0,08;0,91;0,51;0,49;0,08;16,32;-40,32;0;21,94;0,03;0;367.961.880,00
CTRE;18,64;5,9;-247,12;2,18;1,14;95;12;-4;82,43;113,82;31,39;0,83;9,89;0;-1,14;0;-0,88;-0,46;1,43;0,52;0,48;0,12;7,42;0;0;8,54;-0,08;0;1.854.901.816,00
CTT;10,37;0,72;9,18;2,54;0,99;52,76;72,43;59,22;7,5;11,39;3,89;1,32;5,43;0;-0,99;0;27,7;10,81;13,63;0,39;0,61;0,18;4,53;0;0;4,08;1,13;0;510.983.824,00
CUBE;46,36;3,84;35,75;3,68;1,65;70,95;38,59;28,85;26,73;34,56;7,84;1,08;10,31;0;-1,65;0;10,31;4,6;6,62;0,45;0,54;0,16;12,55;20,68;0;12,58;1,3;0;10.413.911.704,00
CUZ;19,45;6,58;17,67;0,64;0,39;66,11;30,47;21,88;12,69;22,72;10,03;0,5;3,87;0;-0,39;0;3,61;2,21;3,34;0,61;0,39;0,1;10,33;-5,06;0;30,53;1,1;0;2.947.285.730,00
CXP;19,28;0;26,56;0,87;0,55;53,97;42,59;32,85;20,48;32,31;11,83;0,5;8,72;0;-0,55;0;3,29;2,06;2,8;0,63;0,37;0,06;-11,89;21;0;22,06;0,73;0;2.215.246.936,00
CXW;8,98;0;8,37;0,72;0,32;23,39;13,56;6,63;4,09;8,44;4,35;0,76;0,56;16,28;-0,38;1,14;8,54;3,77;7,73;0,44;0,56;0,57;0,89;-7,23;0;12,56;1,07;0;1.024.259.698,00
DBRG;11,1;0,18;-5,52;1,07;0,16;65,06;-18,78;-28,87;-8,49;-21,85;-13,36;1,68;1,59;0;-0,16;0;-19,38;-2,92;-3,27;0,15;0,84;0,1;-15,25;0;0;10,38;-2,01;0;1.776.258.630,00
DEA;13,2;8,03;38,09;0,96;0,42;66,73;27,1;10,72;15,07;30,58;15,51;0,99;4,08;0;-0,42;0;2,53;1,11;3,19;0,44;0,56;0,1;17,58;47,9;0;13,71;0,35;0;1.198.879.440,00
DEI;11,39;9,04;20,61;0,78;0,21;66,4;24,71;9,78;8,16;28,47;20,31;1,95;2,02;0;-0,21;0;3,79;1;3,14;0,26;0,74;0,1;4,12;0,57;0;14,57;0,55;0;2.002.472.483,00
DHC;1,6;2,5;-1,39;0,15;0,06;13,59;17,01;-21,46;1,76;12,54;10,78;0,89;0,3;0;-0,06;0;-10,44;-4,59;3,83;0,44;0,56;0,21;3,62;0;0;11,01;-1,15;0;383.495.520,00
DHCNI;13,02;10,8;-11,33;1,18;0,52;13,59;17,01;-21,46;14,3;12,54;10,78;0,89;2,43;0;-0,52;0;-10,44;-4,59;3,83;0,44;0,56;0,21;3,62;0;0;11,01;-1,15;0;383.495.520,00
DHCNL;13,67;11,43;-11,9;1,24;0,55;13,59;17,01;-21,46;15,01;12,54;10,78;0,89;2,55;0;-0,55;0;-10,44;-4,59;3,83;0,44;0,56;0,21;3,62;0;0;11,01;-1,15;0;383.495.520,00
